,ReadId,TileName,TileLength,TilePosition,AlignmentLength,Start,Stop,AlignmentScore,Distance,Suspicious
284198,131,OBPgp279-CBD,396,3,425,7,432,210,-356,1
284199,131,PVP-SE1gp146-EAD,561,4,614,76,690,326,0,0
284200,132,Ascaphine,84,1,71,535,606,107,-406,1
284201,132,Flexiblemedian,54,2,45,200,245,57,-211,1
284202,132,K11gp3.5,465,3,508,34,542,210,-452,1
284203,132,BcepC6Bgp22,507,4,562,90,652,287,0,0
284204,133,SMAP29,99,1,107,681,788,133,-742,1
284205,133,Flexiblemedian,54,2,53,46,99,83,94,1
284206,133,K11gp3.5,465,3,517,193,710,239,-455,1
284207,133,XccBg35,579,4,673,255,928,316,0,0
284208,134,CecropinAD,132,1,131,463,594,105,-288,1
284209,134,Flexibleshort,30,2,26,306,332,50,-149,1
284210,134,K11gp3.5,465,3,313,183,496,174,-309,1
284211,134,LysEC8,507,4,544,187,731,290,0,0
284212,135,Sarcotoxin,129,1,142,129,271,121,270,1
284213,135,Flexiblemedian,54,2,60,541,601,64,-457,1
284214,135,EL188-CBD,351,3,356,144,500,215,-317,1
284215,135,LysAci7,591,4,633,183,816,317,0,0
284216,136,CecropinAD,132,1,118,75,193,109,440,1
284217,136,Flexiblemedian,54,2,35,633,668,59,-596,1
284218,136,K11gp3.5,465,3,406,72,478,219,-385,1
284219,136,P2gp09,510,4,528,93,621,252,0,0
284220,137,Sarcotoxin,129,1,135,708,843,130,72,1
284221,137,Flexiblemedian,54,2,50,915,965,54,-487,1
284222,137,K11gp3.5,465,3,469,478,947,327,-848,1
284223,137,BcepC6Bgp22,507,4,510,99,609,302,0,0
284224,138,SMAP29,99,1,110,195,305,124,-103,1
284225,138,Flexiblemedian,54,2,61,202,263,56,-216,1
284226,138,K11gp3.5,465,3,503,47,550,265,-530,1
284227,138,XccBg35,579,4,591,20,611,278,0,0
284228,139,LL-37,123,1,109,50,159,115,-157,1
284229,139,Flexibleshort,30,2,29,2,31,52,30,0
284230,139,K11gp3.5,465,3,521,61,582,237,-41,0
284231,139,Phage2b.1bg019,573,4,608,541,1149,308,0,0
284232,140,SMAP29,99,1,96,252,348,128,53,1
284233,140,Flexibleshort,30,2,29,401,430,74,-413,1
284234,140,K11gp3.5,465,3,501,17,518,272,-405,1
284235,140,PVP-SE1gp146-EAD,561,4,585,113,698,291,0,0
284236,141,CecropinAD,132,1,145,555,700,135,-111,1
284237,141,Flexiblemedian,54,2,41,589,630,59,-322,1
284238,141,K11gp3.5,465,3,530,308,838,202,-750,1
284239,141,LysEC8,507,4,541,88,629,325,0,0
284240,142,Sarcotoxin,129,1,143,1078,1221,130,-176,1
284241,142,Flexiblemedian,54,2,61,1045,1106,101,-881,1
284242,142,K11gp3.5,465,3,471,225,696,250,-427,1
284243,142,OBPgp276,540,4,569,269,838,295,0,0
284244,143,Sarcotoxin,129,1,135,233,368,142,-192,1
284245,143,Flexiblemedian,54,2,40,176,216,58,-173,1
284246,143,K11gp3.5,465,3,459,43,502,204,-86,1
284247,143,LysEC8,507,4,360,416,776,306,0,0
284248,144,SMAP29,99,1,101,242,343,111,-97,1
284249,144,Flexibleshort,30,2,29,246,275,56,-154,1
284250,144,K11gp3.5,465,3,478,121,599,230,-591,1
284251,144,XccBg35,579,4,588,8,596,310,0,0
284252,145,CecropinAA,120,1,119,18,137,130,321,1
284253,145,Flexibleshort,30,2,33,458,491,49,-429,1
284254,145,K11gp3.5,465,3,484,62,546,193,-513,1
284255,145,XccBg35,579,4,582,33,615,315,0,0
284256,146,CecropinAA,120,1,104,222,326,119,-83,1
284257,146,Flexibleshort,30,2,20,243,263,51,-179,1
284258,146,K11gp3.5,465,3,507,84,591,222,-462,1
284259,146,LysAci7,591,4,648,129,777,295,0,0
284260,147,Sarcotoxin,129,1,141,317,458,120,-152,1
284261,147,Flexiblemedian,54,2,37,306,343,48,-240,1
284262,147,K11gp3.5,465,3,526,103,629,270,-518,1
284263,147,XccBg35,579,4,532,111,643,327,0,0
284264,148,SMAP29,99,1,122,182,304,110,-227,1
284265,148,Flexiblemedian,54,2,32,77,109,43,-71,1
284266,148,K11gp3.5,465,3,505,38,543,250,-510,1
284267,148,XccBg35,579,4,524,33,557,288,0,0
284268,149,Dermaseptin,93,1,107,737,844,114,-830,1
284269,149,Flexibleshort,30,2,25,14,39,63,297,1
284270,149,OBPgp279-CBD,396,3,480,336,816,211,-457,1
284271,149,LysAci7,591,4,668,359,1027,322,0,0
284272,150,Sarcotoxin,129,1,128,568,696,112,-383,1
284273,150,Flexiblemedian,54,2,27,313,340,46,94,1
284274,150,OBPgp279-CBD,396,3,446,434,880,193,-520,1
284275,150,LysAci7,591,4,672,360,1032,328,0,0
284276,151,Sarcotoxin,129,1,99,200,299,114,-58,1
284277,151,Flexiblemedian,54,2,39,241,280,44,-185,1
284278,151,K11gp3.5,465,3,401,95,496,246,-470,1
284279,151,XccBg35,579,4,585,26,611,303,0,0
284284,153,Sushi,114,1,111,451,562,115,-289,1
284285,153,Flexiblemedian,54,2,37,273,310,61,-164,1
284286,153,K11gp3.5,465,3,508,146,654,228,-646,1
284287,153,BcepC6Bgp22,507,4,552,8,560,350,0,0
284288,154,CecropinAD,132,1,121,409,530,121,-73,1
284289,154,Flexiblemedian,54,2,59,457,516,69,-362,1
284290,154,K11gp3.5,465,3,513,154,667,251,-370,1
284291,154,BcepC6Bgp22,507,4,501,297,798,321,0,0
284292,155,Cecropin,105,1,98,60,158,113,324,1
284293,155,Flexibleshort,30,2,24,482,506,48,-434,1
284294,155,K11gp3.5,465,3,504,72,576,238,-477,1
284295,155,BcepC6Bgp22,507,4,571,99,670,304,0,0
284296,156,CecropinAD,132,1,109,479,588,108,-529,1
284297,156,Flexiblemedian,54,2,43,59,102,59,-40,0
284298,156,K11gp3.5,465,3,482,62,544,238,-244,1
284299,156,OBPgp276,540,4,580,300,880,290,0,0
284300,157,LL-37,123,1,131,605,736,113,-588,1
284301,157,Flexiblemedian,54,2,31,148,179,48,86,1
284302,157,K11gp3.5,465,3,503,265,768,220,-729,1
284303,157,XccBg35,579,4,579,39,618,325,0,0
284304,158,Sarcotoxin,129,1,141,600,741,118,440,1
284305,158,Flexibleshort,30,2,31,1181,1212,62,-1161,1
284306,158,K11gp3.5,465,3,519,51,570,240,-154,1
284307,158,LysAci7,591,4,613,416,1029,349,0,0
284308,159,Sushi,114,1,106,248,354,112,-139,1
284309,159,Flexiblemedian,54,2,28,215,243,59,-235,1
284310,159,K11gp3.5,465,3,519,8,527,213,-506,1
284311,159,BcepC6Bgp22,507,4,565,21,586,306,0,0
284312,160,CecropinAA,120,1,126,173,299,120,-91,1
284313,160,Flexibleshort,30,2,23,208,231,40,-187,1
284314,160,K11gp3.5,465,3,469,44,513,197,-478,1
284315,160,XccBg35,579,4,624,35,659,270,0,0
284316,161,SMAP29,99,1,96,443,539,111,-68,1
284317,161,Flexiblemedian,54,2,44,471,515,83,-340,1
284318,161,K11gp3.5,465,3,486,175,661,260,-316,1
284319,161,BcepC6Bgp22,507,4,582,345,927,316,0,0
284324,163,Sushi,114,1,114,95,209,122,73,1
284325,163,Flexibleshort,30,2,32,282,314,49,-118,1
284326,163,EL188-CBD,351,3,338,196,534,222,-437,1
284327,163,Phage2b.1bg019,573,4,631,97,728,358,0,0
284328,164,SMAP29,99,1,97,185,282,108,191,1
284329,164,Flexibleshort,30,2,29,473,502,48,-460,1
284330,164,K11gp3.5,465,3,495,42,537,241,-479,1
284331,164,BcepC6Bgp22,507,4,491,58,549,311,0,0
284336,166,Sarcotoxin,129,1,81,605,686,111,-631,1
284337,166,Flexiblemedian,54,2,34,55,89,51,27,0
284338,166,K11gp3.5,465,3,462,116,578,192,-496,1
284339,166,KMVgp36C,498,4,454,82,536,284,0,0
284344,168,Sarcotoxin,129,1,132,357,489,128,-434,1
284345,168,Flexiblemedian,54,2,53,55,108,80,-77,1
284346,168,K11gp3.5,465,3,492,31,523,168,-442,1
284347,168,PVP-SE1gp146-EAD,561,4,505,81,586,255,0,0
284348,169,SMAP29,99,1,106,104,210,124,72,1
284349,169,Flexibleshort,30,2,25,282,307,54,-49,0
284350,169,KZ144-CBD,258,3,253,258,511,169,-454,1
284351,169,201j2-1gp229-EAD,540,4,569,57,626,289,0,0
284356,171,Sarcotoxin,129,1,100,491,591,115,-352,1
284357,171,Flexiblemedian,54,2,34,239,273,45,-222,1
284358,171,K11gp3.5,465,3,520,51,571,199,-438,1
284359,171,BcepC6Bgp22,507,4,556,133,689,292,0,0
284360,172,Buforin,75,1,62,329,391,120,-73,1
284361,172,Flexiblemedian,54,2,27,318,345,59,-180,1
284362,172,K11gp3.5,465,3,514,165,679,201,-645,1
284363,172,XccBg35,579,4,581,34,615,294,0,0
284364,173,SMAP29,99,1,107,395,502,118,-457,1
284365,173,Flexiblemedian,54,2,60,45,105,74,27,0
284366,173,OBPgp279-CBD,396,3,423,132,555,240,-447,1
284367,173,XccBg35,579,4,570,108,678,284,0,0
284368,174,CecropinAD,132,1,142,514,656,123,-594,1
284369,174,Flexiblemedian,54,2,19,62,81,51,108,1
284370,174,OBPgp279-CBD,396,3,450,189,639,258,-590,1
284371,174,LysAci7,591,4,676,49,725,323,0,0
284372,175,SMAP29,99,1,120,307,427,122,-102,1
284373,175,Flexiblemedian,54,2,42,325,367,46,-185,1
284374,175,K11gp3.5,465,3,481,182,663,291,-587,1
284375,175,XccBg35,579,4,622,76,698,350,0,0
284376,176,SMAP29,99,1,96,537,633,107,-545,1
284377,176,Flexiblemedian,54,2,36,88,124,51,-30,0
284378,176,K11gp3.5,465,3,489,94,583,195,-563,1
284379,176,XccBg35,579,4,628,20,648,275,0,0
284380,177,CecropinAA,120,1,122,530,652,125,-419,1
284381,177,Flexiblemedian,54,2,42,233,275,72,-22,0
284382,177,K11gp3.5,465,3,448,253,701,232,-608,1
284383,177,BcepC6Bgp22,507,4,551,93,644,380,0,0
284384,178,CecropinAD,132,1,131,356,487,135,85,1
284385,178,Flexibleshort,30,2,17,572,589,49,-465,1
284386,178,K11gp3.5,465,3,519,124,643,286,-519,1
284387,178,PVP-SE1gp146-EAD,561,4,477,124,601,310,0,0
284388,179,LL-37,123,1,128,569,697,109,-599,1
284389,179,Flexiblemedian,54,2,55,98,153,57,-69,1
284390,179,EL188-CBD,351,3,340,84,424,203,-275,1
284391,179,OBPgp279-EAD,615,4,624,149,773,263,0,0
284392,180,Piscidin,78,1,78,619,697,114,-285,1
284393,180,Flexibleshort,30,2,22,412,434,56,-264,1
284394,180,K11gp3.5,465,3,526,170,696,257,-603,1
284395,180,LysAci7,591,4,614,93,707,287,0,0
284396,181,Sarcotoxin,129,1,132,1082,1214,138,-97,1
284397,181,Flexibleshort,30,2,26,1117,1143,60,-1140,1
284398,181,K11gp3.5,465,3,508,3,511,265,99,1
284399,181,OBPgp279-EAD,615,4,672,610,1282,332,0,0
284400,182,LL-37,123,1,122,875,997,116,-934,1
284401,182,Flexibleshort,30,2,27,63,90,51,114,1
284402,182,K11gp3.5,465,3,519,204,723,223,-307,1
284403,182,KZ144-EAD,543,4,596,416,1012,295,0,0
284404,183,Dermaseptin,93,1,92,518,610,115,-399,1
284405,183,Flexiblemedian,54,2,49,211,260,62,-90,1
284406,183,K11gp3.5,465,3,433,170,603,186,-596,1
284407,183,XccBg35,579,4,586,7,593,339,0,0
284412,185,Sushi,114,1,118,446,564,119,-86,1
284413,185,Flexibleshort,30,2,30,478,508,48,-474,1
284414,185,K11gp3.5,465,3,524,34,558,267,-455,1
284415,185,XccBg35,579,4,606,103,709,337,0,0
284416,186,LL-37,123,1,118,846,964,120,-589,1
284417,186,Flexiblemedian,54,2,62,375,437,98,-348,1
284418,186,K11gp3.5,465,3,425,89,514,258,-441,1
284419,186,BcepC6Bgp22,507,4,480,73,553,323,0,0
284420,187,Melittin,90,1,95,418,513,115,-495,1
284421,187,Flexiblemedian,54,2,51,18,69,59,-34,0
284422,187,K11gp3.5,465,3,511,35,546,237,-480,1
284423,187,LysAci7,591,4,618,66,684,299,0,0
284428,189,Sarcotoxin,129,1,125,564,689,114,-265,1
284429,189,Flexiblemedian,54,2,14,424,438,52,-367,1
284430,189,K11gp3.5,465,3,528,71,599,176,-519,1
284431,189,OBPgp279-EAD,615,4,588,80,668,268,0,0
284432,190,CecropinAA,120,1,117,129,246,119,922,1
284433,190,Flexibleshort,30,2,19,1168,1187,59,-1018,1
284434,190,EL188-CBD,351,3,365,169,534,212,-484,1
284435,190,201j2-1gp229-EAD,540,4,566,50,616,321,0,0
284440,192,Sarcotoxin,129,1,124,634,758,125,409,1
284441,192,Flexiblemedian,54,2,58,1167,1225,72,-819,1
284442,192,K11gp3.5,465,3,400,406,806,209,-190,1
284443,192,KZ144-EAD,543,4,573,616,1189,358,0,0
284444,193,CecropinAD,132,1,103,150,253,106,75,1
284445,193,Flexibleshort,30,2,27,328,355,46,-175,1
284446,193,K11gp3.5,465,3,454,180,634,219,-602,1
284447,193,XccBg35,579,4,604,32,636,295,0,0
284448,194,SMAP29,99,1,122,190,312,111,-58,1
284449,194,Flexiblemedian,54,2,25,254,279,50,-209,1
284450,194,K11gp3.5,465,3,481,70,551,242,-514,1
284451,194,XccBg35,579,4,552,37,589,282,0,0
284452,195,CecropinAA,120,1,90,495,585,135,-122,1
284453,195,Flexiblemedian,54,2,26,463,489,54,-416,1
284454,195,K11gp3.5,465,3,486,73,559,223,-496,1
284455,195,OBPgp279-EAD,615,4,691,63,754,301,0,0
284456,196,Sarcotoxin,129,1,85,35,120,114,221,1
284457,196,Flexiblemedian,54,2,38,341,379,57,-174,1
284458,196,K11gp3.5,465,3,476,205,681,228,-415,1
284459,196,BcepC6Bgp22,507,4,537,266,803,330,0,0
284464,198,SMAP29,99,1,107,209,316,158,237,1
284465,198,Flexiblemedian,54,2,43,553,596,50,-541,1
284466,198,K11gp3.5,465,3,494,55,549,252,-423,1
284467,198,BcepC6Bgp22,507,4,487,126,613,298,0,0
284468,199,Sarcotoxin,129,1,105,337,442,120,-225,1
284469,199,Flexiblemedian,54,2,17,217,234,41,-231,1
284470,199,K11gp3.5,465,3,499,3,502,255,-489,1
284471,199,XccBg35,579,4,618,13,631,322,0,0
284472,200,CecropinAA,120,1,118,373,491,109,-455,1
284473,200,Flexiblemedian,54,2,20,36,56,52,56,1
284474,200,K11gp3.5,465,3,518,112,630,317,-565,1
284475,200,XccBg35,579,4,542,65,607,351,0,0
284480,202,Cathelicidin,102,1,94,456,550,115,-220,1
284481,202,Flexiblemedian,54,2,53,330,383,56,-314,1
284482,202,K11gp3.5,465,3,484,69,553,225,-422,1
284483,202,Phage2b.1bg019,573,4,600,131,731,274,0,0
284484,203,CecropinAD,132,1,149,29,178,119,417,1
284485,203,Flexibleshort,30,2,36,595,631,52,-559,1
284486,203,K11gp3.5,465,3,505,72,577,221,-505,1
284487,203,BcepC6Bgp22,507,4,494,72,566,293,0,0
284488,204,SMAP29,99,1,94,550,644,106,-94,1
284489,204,Flexibleshort,30,2,30,550,580,48,-502,1
284490,204,K11gp3.5,465,3,470,78,548,228,-428,1
284491,204,LysAci7,591,4,652,120,772,287,0,0
284492,205,SMAP29,99,1,106,277,383,118,-102,1
284493,205,Flexiblemedian,54,2,39,281,320,58,-167,1
284494,205,K11gp3.5,465,3,445,153,598,254,-575,1
284495,205,XccBg35,579,4,617,23,640,324,0,0
284496,206,CecropinAA,120,1,123,472,595,109,-177,1
284497,206,Flexibleshort,30,2,27,418,445,55,-264,1
284498,206,K11gp3.5,465,3,432,181,613,242,-551,1
284499,206,BcepC6Bgp22,507,4,532,62,594,304,0,0
284500,207,Cecropin,105,1,93,13,106,105,156,1
284501,207,Flexiblemedian,54,2,32,262,294,44,-201,1
284502,207,K11gp3.5,465,3,505,93,598,273,-568,1
284503,207,XccBg35,579,4,600,30,630,333,0,0
284504,208,Sushi,114,1,122,441,563,143,-193,1
284505,208,Flexiblemedian,54,2,54,370,424,57,-230,1
284506,208,K11gp3.5,465,3,473,194,667,219,-632,1
284507,208,BcepC6Bgp22,507,4,518,35,553,302,0,0
284508,209,Cathelicidin,102,1,86,120,206,115,-157,1
284509,209,Flexiblemedian,54,2,53,49,102,61,161,1
284510,209,K11gp3.5,465,3,497,263,760,208,-726,1
284511,209,XccBg35,579,4,632,34,666,312,0,0
284512,210,SMAP29,99,1,101,248,349,106,56,1
284513,210,Flexiblemedian,54,2,62,405,467,48,-460,1
284514,210,K11gp3.5,465,3,523,7,530,243,-501,1
284515,210,BcepC6Bgp22,507,4,529,29,558,293,0,0
284516,211,SMAP29,99,1,81,223,304,112,61,1
284517,211,Flexiblemedian,54,2,26,365,391,59,-324,1
284518,211,K11gp3.5,465,3,504,67,571,245,-552,1
284519,211,XccBg35,579,4,596,19,615,356,0,0
284520,212,Fowlicidin-2,105,1,77,118,195,114,373,1
284521,212,Flexiblemedian,54,2,50,568,618,72,-479,1
284522,212,K11gp3.5,465,3,509,139,648,249,-606,1
284523,212,PsP3gp10,507,4,563,42,605,342,0,0
284524,213,CecropinAD,132,1,121,225,346,126,-188,1
284525,213,Flexiblemedian,54,2,24,158,182,49,-118,1
284526,213,K11gp3.5,465,3,452,64,516,235,-364,1
284527,213,LysAci7,591,4,618,152,770,280,0,0
284528,214,Sarcotoxin,129,1,134,137,271,131,317,1
284529,214,Flexiblemedian,54,2,35,588,623,73,-318,1
284530,214,OBPgp279-CBD,396,3,406,305,711,207,-222,1
284531,214,LysAci7,591,4,648,489,1137,337,0,0
284532,215,CecropinAA,120,1,101,114,215,123,370,1
284533,215,Flexiblemedian,54,2,48,585,633,53,-302,1
284534,215,K11gp3.5,465,3,481,331,812,206,-724,1
284535,215,CR8gp3.5,465,4,470,88,558,250,0,0
284540,217,CecropinAD,132,1,141,40,181,136,-106,1
284541,217,Flexiblemedian,54,2,35,75,110,51,-94,1
284542,217,K11gp3.5,465,3,504,16,520,232,-474,1
284543,217,P2gp09,510,4,553,46,599,339,0,0
284544,218,SMAP29,99,1,110,203,313,125,-77,1
284545,218,Flexiblemedian,54,2,55,236,291,52,-188,1
284546,218,K11gp3.5,465,3,462,103,565,309,-414,1
284547,218,BcepC6Bgp22,507,4,545,151,696,334,0,0
284560,222,SMAP29,99,1,102,278,380,112,-102,1
284561,222,Flexiblemedian,54,2,37,278,315,65,-252,1
284562,222,K11gp3.5,465,3,451,63,514,232,-376,1
284563,222,XccBg35,579,4,627,138,765,293,0,0
284568,224,Sushi,114,1,128,389,517,105,-184,1
284569,224,Flexibleshort,30,2,35,333,368,47,-346,1
284570,224,K11gp3.5,465,3,462,22,484,204,-318,1
284571,224,OBPgp276,540,4,580,166,746,274,0,0
284572,225,Sarcotoxin,129,1,134,368,502,116,-112,1
284573,225,Flexibleshort,30,2,31,390,421,57,-386,1
284574,225,K11gp3.5,465,3,466,35,501,212,-491,1
284575,225,XccBg35,579,4,640,10,650,310,0,0
284576,226,CecropinAD,132,1,95,133,228,125,-92,1
284577,226,Flexiblemedian,54,2,58,136,194,65,-127,1
284578,226,K11gp3.5,465,3,498,67,565,226,-409,1
284579,226,XccBg35,579,4,439,156,595,299,0,0
284580,227,Sarcotoxin,129,1,107,405,512,101,-128,1
284581,227,Flexibleshort,30,2,25,384,409,45,-372,1
284582,227,K11gp3.5,465,3,467,37,504,192,-318,1
284583,227,Phage2b.1bg019,573,4,616,186,802,290,0,0
284584,228,SMAP29,99,1,109,240,349,111,-298,1
284585,228,Flexiblemedian,54,2,54,51,105,56,-7,0
284586,228,K11gp3.5,465,3,469,98,567,257,-534,1
284587,228,BcepC6Bgp22,507,4,507,33,540,317,0,0
284588,229,Fowlicidin-2,105,1,110,532,642,127,-576,1
284589,229,Flexiblemedian,54,2,53,66,119,61,33,0
284590,229,K11gp3.5,465,3,512,152,664,250,-639,1
284591,229,XccBg35,579,4,594,25,619,356,0,0
284592,230,SMAP29,99,1,98,58,156,116,243,1
284593,230,Flexibleshort,30,2,17,399,416,40,-179,1
284594,230,OBPgp279-CBD,396,3,429,237,666,182,-382,1
284595,230,LysEC8,507,4,470,284,754,278,0,0
284596,231,Sushi,114,1,68,601,669,113,-592,1
284597,231,Flexibleshort,30,2,13,77,90,56,167,1
284598,231,OBPgp279-CBD,396,3,426,257,683,216,-638,1
284599,231,PsP3gp10,507,4,560,45,605,281,0,0
284604,233,Sarcotoxin,129,1,118,452,570,115,-81,1
284605,233,Flexibleshort,30,2,24,489,513,53,-216,1
284606,233,OBPgp279-CBD,396,3,417,297,714,203,-465,1
284607,233,Phage2b.1bg019,573,4,604,249,853,307,0,0
284616,236,Dermaseptin,93,1,92,356,448,109,-291,1
284617,236,Flexiblemedian,54,2,37,157,194,69,-100,1
284618,236,K11gp3.5,465,3,363,94,457,214,-275,1
284619,236,Phage2b.1bg019,573,4,600,182,782,256,0,0
284624,238,SMAP29,99,1,105,340,445,113,-106,1
284625,238,Flexiblemedian,54,2,59,339,398,55,-168,1
284626,238,K11gp3.5,465,3,458,230,688,231,-610,1
284627,238,BcepC6Bgp22,507,4,586,78,664,356,0,0
284628,239,Melittin,90,1,91,61,152,106,-144,1
284629,239,Flexibleshort,30,2,31,8,39,53,152,1
284630,239,OBPgp279-CBD,396,3,435,191,626,198,-451,1
284631,239,OBPgp279-EAD,615,4,553,175,728,285,0,0
284632,240,Sarcotoxin,129,1,147,553,700,106,-611,1
284633,240,Flexibleshort,30,2,32,89,121,53,285,1
284634,240,K11gp3.5,465,3,520,406,926,236,-540,1
284635,240,LysAci7,591,4,627,386,1013,338,0,0
284636,241,Sarcotoxin,129,1,119,416,535,116,-213,1
284637,241,Flexiblemedian,54,2,54,322,376,57,-98,1
284638,241,K11gp3.5,465,3,490,278,768,190,-702,1
284639,241,XccBg35,579,4,660,66,726,374,0,0
284640,242,Fowlicidin-2,105,1,101,285,386,120,78,1
284641,242,Flexibleshort,30,2,27,464,491,45,-382,1
284642,242,K11gp3.5,465,3,480,109,589,239,-426,1
284643,242,PsP3gp10,507,4,505,163,668,313,0,0
284644,243,Sushi,114,1,110,547,657,101,-500,1
284645,243,Flexibleshort,30,2,25,157,182,45,421,1
284646,243,OBPgp279-CBD,396,3,429,603,1032,194,-694,1
284647,243,LysAci7,591,4,633,338,971,334,0,0
284648,244,CecropinAD,132,1,105,221,326,112,-271,1
284649,244,Flexiblemedian,54,2,60,55,115,51,-27,0
284650,244,K11gp3.5,465,3,491,88,579,250,-513,1
284651,244,OBPgp279-EAD,615,4,701,66,767,321,0,0
284652,245,CecropinAA,120,1,76,37,113,127,121,1
284653,245,Flexiblemedian,54,2,49,234,283,72,164,1
284654,245,KZ144-CBD,258,3,275,447,722,194,-666,1
284655,245,XccBg35,579,4,624,56,680,270,0,0
284656,246,CecropinAA,120,1,136,402,538,103,-101,1
284657,246,Flexiblemedian,54,2,42,437,479,46,-429,1
284658,246,K11gp3.5,465,3,512,50,562,242,-559,1
284659,246,LysAci7,591,4,656,3,659,298,0,0
284660,247,CecropinAD,132,1,103,518,621,117,-225,1
284661,247,Flexiblemedian,54,2,30,396,426,57,-95,1
284662,247,K11gp3.5,465,3,523,331,854,227,-558,1
284663,247,XccBg35,579,4,570,296,866,282,0,0
284664,248,CecropinAA,120,1,112,66,178,135,-122,1
284665,248,Flexiblemedian,54,2,54,56,110,51,-108,1
284666,248,K11gp3.5,465,3,520,2,522,187,-369,1
284667,248,XccBg35,579,4,529,153,682,270,0,0
284668,249,Sarcotoxin,129,1,138,422,560,121,-52,1
284669,249,Flexiblemedian,54,2,48,508,556,66,-441,1
284670,249,K11gp3.5,465,3,508,115,623,236,-514,1
284671,249,OBPgp276,540,4,576,109,685,310,0,0
284672,250,Cathelicidin,102,1,107,462,569,109,-544,1
284673,250,Flexiblemedian,54,2,51,25,76,68,12,0
284674,250,K11gp3.5,465,3,470,88,558,227,-556,1
284675,250,XccBg35,579,4,581,2,583,312,0,0
284680,252,SMAP29,99,1,84,192,276,126,-91,1
284681,252,Flexibleshort,30,2,28,185,213,46,53,1
284682,252,K11gp3.5,465,3,466,266,732,224,-689,1
284683,252,Phage2b.1bg019,573,4,644,43,687,274,0,0
284684,253,CecropinAD,132,1,112,380,492,117,187,1
284685,253,Flexiblemedian,54,2,26,679,705,50,-431,1
284686,253,OBPgp279-CBD,396,3,429,274,703,213,-586,1
284687,253,LysAci7,591,4,700,117,817,336,0,0
284688,254,Sarcotoxin,129,1,127,606,733,94,-614,1
284689,254,Flexibleshort,30,2,20,119,139,33,-57,1
284690,254,EL188-CBD,351,3,389,82,471,203,-417,1
284691,254,LysAci7,591,4,666,54,720,334,0,0
284692,255,CecropinAD,132,1,98,283,381,110,-55,1
284693,255,Flexiblemedian,54,2,38,326,364,61,-234,1
284694,255,K11gp3.5,465,3,503,130,633,240,-436,1
284695,255,BcepC6Bgp16,423,4,459,197,656,309,0,0
284696,256,Sarcotoxin,129,1,122,1019,1141,100,-857,1
284697,256,Flexibleshort,30,2,30,284,314,61,3,0
284698,256,OBPgp279-CBD,396,3,379,317,696,180,-186,1
284699,256,LysAci7,591,4,648,510,1158,296,0,0
284700,257,CecropinAD,132,1,104,378,482,115,-434,1
284701,257,Flexiblemedian,54,2,32,48,80,58,111,1
284702,257,K11gp3.5,465,3,488,191,679,229,-641,1
284703,257,Phage2b.1bg019,573,4,603,38,641,317,0,0
284704,258,Cecropin,105,1,88,16,104,123,303,1
284705,258,Flexiblemedian,54,2,12,407,419,51,-276,1
284706,258,K11gp3.5,465,3,487,143,630,263,-577,1
284707,258,BcepC6Bgp22,507,4,531,53,584,290,0,0
284712,260,Fowlicidin-2,105,1,110,517,627,114,-377,1
284713,260,Flexiblemedian,54,2,34,250,284,63,-150,1
284714,260,K11gp3.5,465,3,513,134,647,225,-481,1
284715,260,BcepC6Bgp22,507,4,521,166,687,297,0,0
284716,261,CecropinAD,132,1,138,165,303,129,-189,1
284717,261,Flexiblemedian,54,2,59,114,173,85,-114,1
284718,261,K11gp3.5,465,3,429,59,488,196,-151,1
284719,261,KZ144-EAD,543,4,462,337,799,255,0,0
284720,262,CecropinAA,120,1,132,336,468,115,98,1
284721,262,Flexiblemedian,54,2,21,566,587,52,-540,1
284722,262,K11gp3.5,465,3,438,47,485,197,-298,1
284723,262,KZ144-EAD,543,4,587,187,774,276,0,0
284724,263,Cecropin,105,1,95,57,152,110,278,1
284725,263,Flexiblemedian,54,2,47,430,477,88,-408,1
284726,263,K11gp3.5,465,3,499,69,568,310,-509,1
284727,263,XccBg35,579,4,529,59,588,329,0,0
284728,264,SMAP29,99,1,117,199,316,116,-91,1
284729,264,Flexiblemedian,54,2,54,225,279,60,-154,1
284730,264,K11gp3.5,465,3,446,125,571,211,-556,1
284731,264,XccBg35,579,4,534,15,549,318,0,0
284736,266,Cathelicidin,102,1,80,22,102,121,144,1
284737,266,Flexiblemedian,54,2,35,246,281,46,-235,1
284738,266,K11gp3.5,465,3,432,46,478,206,-358,1
284739,266,PVP-SE1gp146-EAD,561,4,569,120,689,259,0,0
284740,267,CecropinAD,132,1,137,386,523,111,-404,1
284741,267,Flexiblemedian,54,2,53,119,172,70,49,0
284742,267,K11gp3.5,465,3,493,221,714,274,-661,1
284743,267,XccBg35,579,4,596,53,649,335,0,0
284744,268,CecropinAD,132,1,111,27,138,126,-77,1
284745,268,Flexiblemedian,54,2,54,61,115,55,-8,0
284746,268,K11gp3.5,465,3,478,107,585,251,-545,1
284747,268,XccBg35,579,4,594,40,634,305,0,0
284748,269,SMAP29,99,1,98,238,336,129,-98,1
284749,269,Flexiblemedian,54,2,35,238,273,60,-246,1
284750,269,K11gp3.5,465,3,485,27,512,221,-504,1
284751,269,XccBg35,579,4,602,8,610,322,0,0
284752,270,Fowlicidin-2,105,1,102,299,401,122,-272,1
